EAN Code,Style Code,Style Name,Colour code,Colour Description,Eye size,Bridge Size,is Polarized,Photochromic,Lens Code,Lens Description,Lens Base Desc,Informative Note of the Lens,Temple Length,Product Category Descr,RX able INT,Type of User Description,Main Material Descrip,Temple Material Desc#,Eye Shape descr, Weight,Hinge type descr,Brand Code,Brand Code Descr,Collection Code,Collection code Descr,Prod#Type Descr#,Item Start Date,MO/CO,Main Case,Currency Code, Wholesale Price ,Retail Price
0716736962160,106786,7A 107,1ED,GREEN,49,21,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,PANTOS,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,CO,803983,EUR,"  39,00 ",105
0716736962177,106786,7A 107,C9A,RED,49,21,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,PANTOS,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,CO,803983,EUR,"  39,00 ",105
0716736962221,106801,7A 108,1ED,GREEN,55,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,CO,803983,EUR,"  39,00 ",105
0716736962238,106801,7A 108,1ED,GREEN,57,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,CO,803983,EUR,"  39,00 ",105
0716736962245,106801,7A 108,KB7,GREY,55,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,CO,803983,EUR,"  39,00 ",105
0716736962252,106801,7A 108,KB7,GREY,57,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,CO,803983,EUR,"  39,00 ",105
0716736960302,107893,7A 114,003,MATTE BLACK,53,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,BETA-TITANIUM,BETA-TITANIUM,RECTANGULAR,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  59,50 ",160
0716736960319,107893,7A 114,003,MATTE BLACK,55,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,BETA-TITANIUM,BETA-TITANIUM,RECTANGULAR,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  59,50 ",160
0716736960326,107893,7A 114,09Q,BROWN,53,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,BETA-TITANIUM,BETA-TITANIUM,RECTANGULAR,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  59,50 ",160
0716736960333,107893,7A 114,09Q,BROWN,55,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,BETA-TITANIUM,BETA-TITANIUM,RECTANGULAR,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  59,50 ",160
0716736960340,107893,7A 114,KJ1,DARK RUTHENIUM,53,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,BETA-TITANIUM,BETA-TITANIUM,RECTANGULAR,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  59,50 ",160
0716736960357,107893,7A 114,KJ1,DARK RUTHENIUM,55,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,BETA-TITANIUM,BETA-TITANIUM,RECTANGULAR,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  59,50 ",160
0716736960395,107898,7A 115,J5G,GOLD,52,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,STAINLESS STEEL,STAINLESS STEEL,GEOMETRIC / OCTAGONAL,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  48,50 ",130
0716736960401,107898,7A 115,R80,MATTE DARK RUTHENIUM,52,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,STAINLESS STEEL,STAINLESS STEEL,GEOMETRIC / OCTAGONAL,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  48,50 ",130
0716736960364,107897,7A 116,003,MATTE BLACK,53,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,STAINLESS STEEL,POLYAMIDE INJ-GRIL.,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  43,00 ",115
0716736960371,107897,7A 116,KJ1,DARK RUTHENIUM,53,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,STAINLESS STEEL,POLYAMIDE INJ-GRIL.,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  43,00 ",115
0716736960388,107897,7A 116,R80,MATTE DARK RUTHENIUM,53,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,STAINLESS STEEL,POLYAMIDE INJ-GRIL.,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  43,00 ",115
0716736960494,107896,7A 117,086,HAVANA,53,18,No,No,,,BASE 4 SPHERICAL,,150,VISTA,X,MAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960517,107896,7A 117,807,BLACK,53,18,No,No,,,BASE 4 SPHERICAL,,150,VISTA,X,MAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960500,107896,7A 117,10A,BEIGE,53,18,No,No,,,BASE 4 SPHERICAL,,150,VISTA,X,MAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960524,107896,7A 117,KB7,GREY,53,18,No,No,,,BASE 4 SPHERICAL,,150,VISTA,X,MAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960531,107896,7A 117,PJP,BLUE,53,18,No,No,,,BASE 4 SPHERICAL,,150,VISTA,X,MAN,ACETATE,ACETATE,SQUARE,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736961163,107895,7A 118,086,HAVANA,48,21,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,UNISEX ADULT,ACETATE,ACETATE,PANTOS,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736961187,107895,7A 118,807,BLACK,48,21,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,UNISEX ADULT,ACETATE,ACETATE,PANTOS,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736961170,107895,7A 118,35J,PINK,48,21,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,UNISEX ADULT,ACETATE,ACETATE,PANTOS,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736961194,107895,7A 118,C9A,RED,48,21,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,UNISEX ADULT,ACETATE,ACETATE,PANTOS,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736961200,107895,7A 118,PJP,BLUE,48,21,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,UNISEX ADULT,ACETATE,ACETATE,PANTOS,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960548,107899,7A 119,086,HAVANA,48,20,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,UNISEX ADULT,ACETATE,ACETATE,PANTOS,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960579,107899,7A 119,807,BLACK,48,20,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,UNISEX ADULT,ACETATE,ACETATE,PANTOS,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960555,107899,7A 119,1ED,GREEN,48,20,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,UNISEX ADULT,ACETATE,ACETATE,PANTOS,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960562,107899,7A 119,35J,PINK,48,20,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,UNISEX ADULT,ACETATE,ACETATE,PANTOS,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960586,107899,7A 119,KB7,GREY,48,20,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,UNISEX ADULT,ACETATE,ACETATE,PANTOS,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960418,107894,7A 120,086,HAVANA,51,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960425,107894,7A 120,086,HAVANA,53,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960456,107894,7A 120,807,BLACK,51,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960463,107894,7A 120,807,BLACK,53,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960432,107894,7A 120,4C3,OLIVE,51,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960449,107894,7A 120,4C3,OLIVE,53,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960470,107894,7A 120,KB7,GREY,51,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960487,107894,7A 120,KB7,GREY,53,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960678,107902,7A 121,003,MATTE BLACK,53,17,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,POLYAMIDE INJ-GRIL.,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736960685,107902,7A 121,086,HAVANA,53,17,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,POLYAMIDE INJ-GRIL.,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736960708,107902,7A 121,807,BLACK,53,17,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,POLYAMIDE INJ-GRIL.,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736960692,107902,7A 121,7BL,MATTE BURGUNDY,53,17,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,POLYAMIDE INJ-GRIL.,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736960715,107902,7A 121,RIW,MATTE GREY,53,17,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,POLYAMIDE INJ-GRIL.,SQUARE,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  37,00 ",99
0716736960593,107900,7A 122,003,MATTE BLACK,54,16,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,POLYAMIDE INJ-GRIL.,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  43,00 ",115
0716736960609,107900,7A 122,086,HAVANA,54,16,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,POLYAMIDE INJ-GRIL.,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  43,00 ",115
0716736960623,107900,7A 122,807,BLACK,54,16,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,POLYAMIDE INJ-GRIL.,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  43,00 ",115
0716736960616,107900,7A 122,7BL,MATTE BURGUNDY,54,16,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,POLYAMIDE INJ-GRIL.,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  43,00 ",115
0716736960630,107900,7A 122,RIW,MATTE GREY,54,16,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,POLYAMIDE INJ-GRIL.,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  43,00 ",115
0716736962184,106791,7A 585,35J,PINK,51,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,GEOMETRIC / OCTAGONAL,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,CO,803983,EUR,"  41,00 ",110
0716736962191,106791,7A 585,B3V,VIOLET,51,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,GEOMETRIC / OCTAGONAL,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,CO,803983,EUR,"  41,00 ",110
0716736962207,106792,7A 586,35J,PINK,53,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,PANTOS,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,CO,803983,EUR,"  41,00 ",110
0716736962214,106792,7A 586,B3V,VIOLET,53,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,ACETATE,PANTOS,"  0,0300 ",FLEX REPAIRABLE,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,CO,803983,EUR,"  41,00 ",110
0716736960647,107901,7A 591,010,PALLADIUM,53,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,BETA-TITANIUM,BETA-TITANIUM,BUTTERFLY,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  59,50 ",160
0716736960654,107901,7A 591,35J,PINK,53,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,BETA-TITANIUM,BETA-TITANIUM,BUTTERFLY,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  59,50 ",160
0716736960661,107901,7A 591,J5G,GOLD,53,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,BETA-TITANIUM,BETA-TITANIUM,BUTTERFLY,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  59,50 ",160
0716736960722,107903,7A 592,010,PALLADIUM,53,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,METAL,CAT EYE / BUTTERFLY,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  48,50 ",130
0716736960739,107903,7A 592,J5G,GOLD,53,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,METAL,CAT EYE / BUTTERFLY,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  48,50 ",130
0716736960746,107904,7A 593,010,PALLADIUM,51,19,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,METAL,ROUND / OVAL       ,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960753,107904,7A 593,HZJ,GOLD LILAC,51,19,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,METAL,ROUND / OVAL       ,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960760,107904,7A 593,J5G,GOLD,51,19,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,METAL,ROUND / OVAL       ,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960777,107904,7A 593,PEF,GOLD GREEN,51,19,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,METAL,ROUND / OVAL       ,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960784,107904,7A 593,RHL,GOLD BLACK_,51,19,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,METAL,ROUND / OVAL       ,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960791,107905,7A 594,010,PALLADIUM,51,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,METAL,GEOMETRIC / OCTAGONAL,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960807,107905,7A 594,EYR,GOLD PINK,51,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,METAL,GEOMETRIC / OCTAGONAL,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960814,107905,7A 594,J5G,GOLD,51,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,METAL,GEOMETRIC / OCTAGONAL,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960821,107905,7A 594,LKS,GOLD BLUE,51,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,METAL,GEOMETRIC / OCTAGONAL,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960838,107905,7A 594,RHL,GOLD BLACK_,51,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,METAL,GEOMETRIC / OCTAGONAL,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960845,107909,7A 595,086,HAVANA,50,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,CAT EYE / BUTTERFLY,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960876,107909,7A 595,807,BLACK,50,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,CAT EYE / BUTTERFLY,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960852,107909,7A 595,1ED,GREEN,50,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,CAT EYE / BUTTERFLY,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960869,107909,7A 595,35J,PINK,50,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,CAT EYE / BUTTERFLY,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960883,107909,7A 595,KB7,GREY,50,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,CAT EYE / BUTTERFLY,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960944,107910,7A 596,086,HAVANA,52,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,CAT EYE / BUTTERFLY,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960951,107910,7A 596,789,LILAC,52,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,CAT EYE / BUTTERFLY,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960968,107910,7A 596,807,BLACK,52,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,CAT EYE / BUTTERFLY,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960975,107910,7A 596,KB7,GREY,52,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,CAT EYE / BUTTERFLY,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
0716736960982,107910,7A 596,LHF,BURGUNDY,52,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,CAT EYE / BUTTERFLY,"  0,0300 ",NO FLEX,7S,SEVENTH STREET,7ST,SEVENTH STREET,OPTICAL FRAMES,2024-01,MO,887122,EUR,"  39,00 ",105
