EAN Code,Style Code,Style Name,Colour code,Colour Description,Eye size,Bridge Size,is Polarized,Photochromic,Lens Code,Lens Description,Lens Base Desc,Informative Note of the Lens,Temple Length,Product Category Descr,RX able INT,Type of User Description,Main Material Descrip,Temple Material Desc#,Eye Shape descr, Weight,Hinge type descr,Brand Code,Brand Code Descr,Collection Code,Collection code Descr,Prod#Type Descr#,Item Start Date,MO/CO,Main Case,Currency Code, Wholesale Price ,Retail Price
0716736360072,104596,TH 1821,05L,HAVANA 2,51,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,ROUND / OVAL       ,"  0,0210 ",FLEX S,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  59,50 ",159
0716736360102,104596,TH 1821,PJP,BLUE,51,18,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,ROUND / OVAL       ,"  0,0210 ",FLEX S,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  59,50 ",159
0716736363509,104625,TH 1824,I46,MATTE BLACK GOLD,53,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,METAL,CAT EYE / BUTTERFLY,"  0,0240 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  55,50 ",149
0716736363455,104624,TH 1826,086,HAVANA,54,14,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,WOMAN,ACETATE,METAL,CAT EYE / BUTTERFLY,"  0,0250 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  52,00 ",139
0716736363479,104624,TH 1826,807,BLACK,54,14,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,WOMAN,ACETATE,METAL,CAT EYE / BUTTERFLY,"  0,0250 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  52,00 ",139
0716736355214,104435,TH 1827,003,MATTE BLACK,57,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,METAL,METAL,RECTANGULAR,"  0,0250 ",FLEX SPECIAL,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  65,50 ",175
0716736355283,104436,TH 1829,086,HAVANA,57,16,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,LIGHT ACETATE,METAL,RECTANGULAR,"  0,0250 ",FLEX SPECIAL,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  62,00 ",165
0716736355313,104436,TH 1829,PJP,BLUE,57,16,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,LIGHT ACETATE,METAL,RECTANGULAR,"  0,0250 ",FLEX SPECIAL,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  62,00 ",165
0716736355344,104438,TH 1833,FLL,MATTE BLUE,57,14,No,No,,,BASE 6 SPHERICAL,,140,VISTA,X,MAN,METAL,POLYAMIDE INJ-GRIL.,RECTANGULAR,"  0,0280 ",NO FLEX+STOP HINGE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  59,50 ",159
0716736355368,104439,TH 1834,003,MATTE BLACK,57,14,No,No,,,BASE 6 SPHERICAL,,140,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,POLYAMIDE INJ-GRIL.,RECTANGULAR,"  0,0290 ",NO FLEX+STOP HINGE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  52,00 ",139
0716736355382,104439,TH 1834,FLL,MATTE BLUE,57,14,No,No,,,BASE 6 SPHERICAL,,140,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,POLYAMIDE INJ-GRIL.,RECTANGULAR,"  0,0290 ",NO FLEX+STOP HINGE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  52,00 ",139
0716736355399,104439,TH 1834,RIW,MATTE GREY,57,14,No,No,,,BASE 6 SPHERICAL,,140,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,POLYAMIDE INJ-GRIL.,RECTANGULAR,"  0,0290 ",NO FLEX+STOP HINGE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  52,00 ",139
0716736355405,104440,TH 1835,003,MATTE BLACK,55,17,No,No,,,BASE 6 SPHERICAL,,140,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,POLYAMIDE INJ-GRIL.,RECTANGULAR,"  0,0280 ",NO FLEX+STOP HINGE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  52,00 ",139
0716736355412,104440,TH 1835,FLL,MATTE BLUE,55,17,No,No,,,BASE 6 SPHERICAL,,140,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,POLYAMIDE INJ-GRIL.,RECTANGULAR,"  0,0280 ",NO FLEX+STOP HINGE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  52,00 ",139
0716736355474,104441,TH 1836,003,MATTE BLACK,55,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,POLYAMIDE INJ-GRIL.,RECTANGULAR,"  0,0270 ",NO FLEX+STOP HINGE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  52,00 ",139
0716736355481,104441,TH 1836,FLL,MATTE BLUE,55,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,POLYAMIDE INJ-GRIL.,RECTANGULAR,"  0,0270 ",NO FLEX+STOP HINGE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  52,00 ",139
0716736363141,104470,TH 1839,086,HAVANA,53,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,RECTANGULAR,"  0,0200 ",FLEX S,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  59,50 ",159
0716736363158,104470,TH 1839,807,BLACK,53,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,RECTANGULAR,"  0,0200 ",FLEX S,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  59,50 ",159
0716736363165,104470,TH 1839,8CQ,CHERRY,53,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,RECTANGULAR,"  0,0200 ",FLEX S,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  59,50 ",159
0716736363172,104470,TH 1839,KB7,GREY,53,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,RECTANGULAR,"  0,0200 ",FLEX S,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  59,50 ",159
0716736363332,104619,TH 1840,807,BLACK,52,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,WOMAN,ACETATE,METAL,CAT EYE / BUTTERFLY,"  0,0300 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  52,00 ",139
0716736363325,104619,TH 1840,05L,HAVANA 2,52,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,WOMAN,ACETATE,METAL,CAT EYE / BUTTERFLY,"  0,0300 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  52,00 ",139
0716736363349,104619,TH 1840,C9A,RED,52,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,WOMAN,ACETATE,METAL,CAT EYE / BUTTERFLY,"  0,0300 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  52,00 ",139
0716736362656,104617,TH 1842,807,BLACK,51,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,WOMAN,ACETATE,METAL,CAT EYE / BUTTERFLY,"  0,0300 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  52,00 ",139
0716736362649,104617,TH 1842,35J,PINK,51,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,WOMAN,ACETATE,METAL,CAT EYE / BUTTERFLY,"  0,0300 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  52,00 ",139
0716736358628,104466,TH 1851/F,807,BLACK,56,19,No,No,,,BASE 4 SPHERICAL,,150,VISTA,X,MAN,ACETATE,ACETATE,RECTANGULAR,"  0,0250 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  56,00 ",149
0716736358307,104459,TH 1853/F,003,MATTE BLACK,51,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,METAL,METAL,BROWNLINE,"  0,0240 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  59,50 ",159
0716736358314,104459,TH 1853/F,FLL,MATTE BLUE,51,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,METAL,METAL,BROWNLINE,"  0,0240 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2021-01,MO,800927,EUR,"  59,50 ",159
0716736301204,203341,TH 1765/S,807,BLACK,58,17,No,No,9O,DARK GREY SHADED,BASE 6 SPHERICAL,3,140,SOL,X,WOMAN,ACETATE,METAL,BUTTERFLY,"  0,0500 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,SUNGLASSES FRAMES,2020-08,MO,800940,EUR,"  71,00 ",155
0716736299716,103724,TH 1769,003,MATTE BLACK,55,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,STAINLESS STEEL,ACETATE,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  62,00 ",165
0716736299723,103724,TH 1769,FLL,MATTE BLUE,55,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,STAINLESS STEEL,ACETATE,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  62,00 ",165
0716736299730,103724,TH 1769,R80,MATTE DARK RUTHENIUM,55,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,STAINLESS STEEL,ACETATE,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  62,00 ",165
0716736299778,103715,TH 1770,KB7,GREY,55,17,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  56,00 ",149
0716736299785,103715,TH 1770,PJP,BLUE,55,17,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,ACETATE,RECTANGULAR,"  0,0300 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  56,00 ",149
0716736294452,103717,TH 1771,003,MATTE BLACK,49,21,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,UNISEX ADULT,STAINLESS STEEL,METAL,PANTOS,"  0,0220 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  59,50 ",159
0716736313511,103717,TH 1771,807,BLACK,49,21,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,UNISEX ADULT,STAINLESS STEEL,METAL,PANTOS,"  0,0220 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  59,50 ",159
0716736313528,103717,TH 1771,C9A,RED,49,21,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,UNISEX ADULT,STAINLESS STEEL,METAL,PANTOS,"  0,0220 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  59,50 ",159
0716736294476,103717,TH 1771,FLL,MATTE BLUE,49,21,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,UNISEX ADULT,STAINLESS STEEL,METAL,PANTOS,"  0,0220 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  59,50 ",159
0716736313535,103717,TH 1771,LZ6,POWDER GOLD,49,21,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,UNISEX ADULT,STAINLESS STEEL,METAL,PANTOS,"  0,0220 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  59,50 ",159
0716736294414,103716,TH 1772,086,HAVANA,47,20,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,METAL,PANTOS,"  0,0180 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  56,00 ",149
0716736294445,103716,TH 1772,PJP,BLUE,47,20,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,ACETATE,METAL,PANTOS,"  0,0180 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  56,00 ",149
0716736295411,103793,TH 1777,7C5,BLACK CRYSTAL,52,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,ACETATE,RECTANGULAR,"  0,0250 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  55,50 ",149
0716736295428,103793,TH 1777,DXL,RED GLITTER,52,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,ACETATE,RECTANGULAR,"  0,0250 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  55,50 ",149
0716736295435,103793,TH 1777,OXZ,BLUE CRYSTAL,52,16,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,ACETATE,RECTANGULAR,"  0,0250 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  55,50 ",149
0716736295237,103728,TH 1778,7C5,BLACK CRYSTAL,53,17,No,No,,,BASE 6 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,ACETATE,CAT EYE / BUTTERFLY,"  0,0250 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  55,50 ",149
0716736295244,103728,TH 1778,DXL,RED GLITTER,53,17,No,No,,,BASE 6 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,ACETATE,CAT EYE / BUTTERFLY,"  0,0250 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  55,50 ",149
0716736295251,103728,TH 1778,OXZ,BLUE CRYSTAL,53,17,No,No,,,BASE 6 SPHERICAL,,140,VISTA,X,WOMAN,STAINLESS STEEL,ACETATE,CAT EYE / BUTTERFLY,"  0,0250 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  55,50 ",149
0716736295527,103731,TH 1779,086,HAVANA,53,15,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,SQUARE,"  0,0270 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  52,00 ",139
0716736295534,103731,TH 1779,807,BLACK,53,15,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,SQUARE,"  0,0270 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  52,00 ",139
0716736295541,103731,TH 1779,900,CRYSTAL,53,15,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,SQUARE,"  0,0270 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  52,00 ",139
0716736295558,103731,TH 1779,DXL,RED GLITTER,53,15,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,SQUARE,"  0,0270 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  52,00 ",139
0716736295589,103732,TH 1780,807,BLACK,54,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,PANTOS,"  0,0290 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  52,00 ",139
0716736295596,103732,TH 1780,900,CRYSTAL,54,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,WOMAN,ACETATE,METAL,PANTOS,"  0,0290 ",FLEX REPAIRABLE,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  52,00 ",139
0716736302782,103718,TH 1781,003,MATTE BLACK,58,19,No,No,,,BASE 4 SPHERICAL,,150,VISTA,X,MAN,METAL,METAL,RECTANGULAR,"  0,0300 ",FLEX M,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  65,50 ",175
0716736302799,103718,TH 1781,FLL,MATTE BLUE,55,17,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,METAL,METAL,RECTANGULAR,"  0,0300 ",FLEX M,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  65,50 ",175
0716736302829,103718,TH 1781,R80,MATTE DARK RUTHENIUM,58,19,No,No,,,BASE 4 SPHERICAL,,150,VISTA,X,MAN,METAL,METAL,RECTANGULAR,"  0,0300 ",FLEX M,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  65,50 ",175
0716736293851,103721,TH 1783,003,MATTE BLACK,57,18,No,No,,,BASE 6 SPHERICAL,,140,VISTA,X,MAN,METAL,POLYAMIDE INJ-GRIL.,RECTANGULAR,"  0,0250 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  61,50 ",165
0716736293868,103721,TH 1783,FLL,MATTE BLUE,57,18,No,No,,,BASE 6 SPHERICAL,,140,VISTA,X,MAN,METAL,POLYAMIDE INJ-GRIL.,RECTANGULAR,"  0,0250 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  61,50 ",165
0716736293820,103720,TH 1784,003,MATTE BLACK,54,18,No,No,,,BASE 6 SPHERICAL,,140,VISTA,X,MAN,METAL,METAL,BROWNLINE,"  0,0250 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  61,50 ",165
0716736293837,103720,TH 1784,FLL,MATTE BLUE,54,18,No,No,,,BASE 6 SPHERICAL,,140,VISTA,X,MAN,METAL,METAL,BROWNLINE,"  0,0250 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  61,50 ",165
0716736294483,103722,TH 1785,003,MATTE BLACK,55,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,RUBBER,RECTANGULAR,"  0,0300 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  51,50 ",139
0716736294490,103722,TH 1785,003,MATTE BLACK,58,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,RUBBER,RECTANGULAR,"  0,0300 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  51,50 ",139
0716736294520,103722,TH 1785,FLL,MATTE BLUE,55,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,RUBBER,RECTANGULAR,"  0,0300 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  51,50 ",139
0716736294537,103722,TH 1785,FLL,MATTE BLUE,58,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,RUBBER,RECTANGULAR,"  0,0300 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  51,50 ",139
0716736294551,103722,TH 1785,WIR,MATTE BLUE RED,58,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,RUBBER,RECTANGULAR,"  0,0300 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  51,50 ",139
0716736294575,103723,TH 1786,3OL,MATTE BLACK GREEN,54,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,RUBBER,RECTANGULAR,"  0,0290 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  51,50 ",139
0716736294582,103723,TH 1786,FLL,MATTE BLUE,51,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,RUBBER,RECTANGULAR,"  0,0290 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  51,50 ",139
0716736294599,103723,TH 1786,FLL,MATTE BLUE,54,18,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,RUBBER,RECTANGULAR,"  0,0290 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  51,50 ",139
0716736294605,103723,TH 1786,O6W,MATTE BLACK GREY,51,17,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,RUBBER,RECTANGULAR,"  0,0290 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  51,50 ",139
0716736294650,103725,TH 1787,0VK,MATTE BLACK BLUE,49,21,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,RUBBER,PANTOS,"  0,0300 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  51,50 ",139
0716736294667,103725,TH 1787,FLL,MATTE BLUE,49,21,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,RUBBER,PANTOS,"  0,0300 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  51,50 ",139
0716736294674,103725,TH 1787,WIR,MATTE BLUE RED,49,21,No,No,,,BASE 4 SPHERICAL,,140,VISTA,X,MAN,POLYAMIDE INJ-GRIL.,RUBBER,PANTOS,"  0,0300 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  51,50 ",139
0716736295077,203398,TH 1788/F/S,I46,MATTE BLACK GOLD,60,16,No,No,IR,GREY,BASE 4 SPHERICAL,3,145,SOL,X,MAN,METAL,METAL,PILOT,"  0,0290 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,SUNGLASSES FRAMES,2020-08,MO,800940,EUR,"  71,00 ",155
0716736295107,203398,TH 1788/F/S,V84,RUTHENIUM BLUE,60,16,No,No,9O,DARK GREY SHADED,BASE 4 SPHERICAL,3,145,SOL,X,MAN,METAL,METAL,PILOT,"  0,0290 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,SUNGLASSES FRAMES,2020-08,MO,800940,EUR,"  71,00 ",155
0716736295381,103777,TH 1791/F,6LB,RUTHENIUM,56,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,STAINLESS STEEL,METAL,RECTANGULAR,"  0,0260 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  56,00 ",149
0716736295398,103777,TH 1791/F,J5G,GOLD,56,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,STAINLESS STEEL,METAL,RECTANGULAR,"  0,0260 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  56,00 ",149
0716736295404,103777,TH 1791/F,R80,MATTE DARK RUTHENIUM,56,19,No,No,,,BASE 4 SPHERICAL,,145,VISTA,X,MAN,STAINLESS STEEL,METAL,RECTANGULAR,"  0,0260 ",NO FLEX,TH,TOMMY HILFIGER,THF,TOMMY HILFIGER,OPTICAL FRAMES,2020-08,MO,800927,EUR,"  56,00 ",149
